taxa_name	pelvic fin	pectoral fin	
Creagrutus runa	?	?	
Diplomystus birdi	?	?	
Pseudopimelodidae	?	1	
Lophichthyidae	?	1	
Catostomus latipinnis	1	?	
Psilorhynchus balitora	?	?	
Creagrutus saxatilis	?	?	
Cheilinus undulatus	1	1	
Regalecidae	1	?	
Odontostilbe mitoptera	1	?	
Trematomus	?	1	
Gnathopogon caerulescens	?	?	
Creagrutus changae	?	?	
Margariscus margarita	1	?	
Boraras merah	?	1	
Austroglanididae	?	1	
Herklotsichthys dispilonotus	1	?	
Megacheirodon unicus	1	?	
Synodontidae	1	?	
Alburnus alburnus	?	?	
Lubbockichthys	1	1	
Moxostoma congestum	1	?	
Hypentelium etowanum	1	?	
Parotocinclus jimi	?	1	
Creagrutus muelleri	?	?	
Alepocephalidae	?	?	
Akysis sp. 2 (Chen 1994)	?	1	
Hexagrammos decagrammus	?	?	
Balistes vetula	1	?	
Creagrutus beni	?	?	
Nematogenyidae	?	1	
Petulanos intermedius	1	?	
Cichlasoma grammodes	1	?	
Schuettea	1	1	
Eremichthys acros	?	?	
Rhytiodus argenteofuscus	1	?	
Creagrutus hysginus	?	?	
Acheilognathus intermedius (Siebert 1987)	?	?	
Hemiodus argenteus	1	?	
Mastacembelus albomaculatus	?	1	
Pangasiidae	?	1	
Cryptobalistes brevis	1	?	
Herklotsichthys punctatus	1	?	
Erilepis zonifer	?	?	
Enchodus marchesettii	1	1	
Ogcocephalidae	?	1	
Squaliobarbus curriculus	?	?	
Ictiobus cyprinellus	1	?	
Cephalosilurus fowleri	?	1	
Beaufortia zebroidus	?	?	
Champsodontidae	?	1	
Stomias boa	1	1	
Tharsis	?	1	
Arctoscopus japonicus	?	?	
Coregonus sp. (Fink and Fink 1981)	1	1	
Balistomorphus orbiculatus	1	?	
Herichthys steindachneri	1	?	
Sebastes owstoni	?	1	
Aulopidae	1	?	
Pelecus cultratus	?	?	
Harpagiferidae	?	1	
Moxostoma poecilurum	1	?	
Tor putitora	?	?	
Sebastes vulpes	?	1	
Puntius filamentosus	?	?	
Claroteidae	?	1	
Bathymyrus	?	1	
Enchodus gladiolus	?	?	
Gila crassicauda	?	1	
Culter alburnus	?	?	
Hypophthalmichthys molitrix	?	?	
Odontobutidae	?	?	
Glaniopsis denudata	?	?	
Callionymidae	?	?	
Vaillantella euepiptera	?	?	
Varasichthyidae	?	1	
Ellopostoma sp. (Siebert 1987)	?	?	
Dactylopteridae	1	?	
Diplomystus solignaci	?	?	
Phoxinus steindachneri	?	?	
Gobio gobio	?	?	
Cyprinion watsoni	?	?	
Cheilinus lunulatus	1	1	
Mastacembelus flavidus	?	1	
Aulostomidae	?	?	
Psilorhynchus sucatio	?	?	
Balistomorphus ovalis	1	?	
Patagonotothen	?	1	
Osteochilus salsburyi	?	?	
Engraulicypris sardella	?	?	
Plagiotremus tapeinosoma	1	?	
Mastacembelus tanganicae	?	1	
Arnoglossus laterna	1	?	
Microglanis parahybae	?	1	
Mastacembelus batesii	?	1	
Acinocheirodon melanogramma	1	?	
Thorichthys meeki	1	?	
Vanmanenia caldwelli	?	?	
Assiculus	1	1	
Parachromis dovii	1	?	
Pseudochromis	1	1	
Gibberichthyidae	?	?	
Acanthopleurus trispinosus	1	?	
Triglidae	?	1	
Herichthys cyanoguttatus	1	?	
Esocidae	?	?	
Parachela hypophthalmus	?	?	
Centriscidae	?	?	
Acanthopleurus collettei	1	?	
Parachromis managuensis	1	?	
Lepidocephalus thermalis	?	?	
Triacanthus biaculeatus	1	?	
Leuciscus leuciscus	?	?	
Moxostoma ariommum	1	?	
Zoarces gillii	?	?	
Cichla ocellaris	1	?	
Pinguipedidae	?	1	
Acanthuridae	1	1	
Xenocypris davidi	?	?	
Hispidoberycidae	?	?	
Mastacembelus loennbergii	?	1	
Anarhichas orientalis	?	?	
Ictiobus sp. (Siebert 1987)	?	?	
Paraclupea chetungensis	?	?	
Onychostoma barbatulum	?	?	
Ostariophysi	?	?	
Luxilus cornutus	?	1	
Bolcabalistes varii	1	?	
Rhyacichthyidae	?	?	
Mastacembelus micropectus	?	?	
Formosania davidi	?	?	
Mastacembelus frenatus	?	1	
Pholis nebulosa	?	?	
Mastacembelus cunningtoni	?	1	
Mastacembelus brichardi	?	1	
Bleekeria	1	?	
Gyrinocheilus sp. (Siebert 1987)	?	?	
Clupeomorpha	?	?	
Parabotia mantschurica	?	?	
Pectinochromis lubbocki	1	1	
Mastacembelus ellipsifer	?	1	
Labrisomidae	?	?	
Adelosebastes latens	?	1	
Lacantuniidae	?	1	
Cichlasoma trimaculatum	1	?	
Pseudoplesiops	1	1	
Parachromis friedrichsthalii	1	?	
Ariosoma	?	1	
Barbus ablabes	?	?	
Mastacembelus flavomarginatus	?	1	
Simenchelys parasitica	?	1	
Rasbora pauciperforata	?	?	
Cryptoheros spilurus	1	?	
Aethalionopsis robustus	?	?	
Eoplectus bloti	1	?	
Plagiotremus	?	1	
Derepodichthys	1	?	
Cichlasoma facetum	1	?	
Ellimmichthys longicostatus	?	?	
Diplomystus dubertreti	?	?	
Oligobalistes robustus	1	?	
Mastacembelus stappersii	?	1	
Protriacanthus gortanii	1	?	
Esox sp. (Poyato-Ariza 1996)	?	?	
Balistapus undulatus	1	?	
Microdesmidae	?	?	
Gobiidae	?	?	
Sorbinichthys elusivo	?	?	
Plagiotremus townsendi	1	?	
Solenostomidae	?	?	
Plagiotremus rhinorhynchos	1	?	
Paraconger	?	1	
Clupeomorpha sp. 1 (Zaragueta 2004)	?	?	
Ellimmichthys goodi	?	?	
Stephanoberycidae	?	?	
Clinidae	?	?	
Otophysi	?	?	
Draconettidae	?	?	
Triodon antiquus	?	?	
Tripterygiidae	?	?	
Chiloconger	?	1	
Dactyloscopidae	?	?	
Chaenopsidae	?	?	
Zanclidae	?	?	
Siganidae	?	?	
